"Treatment","Step","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15"
"POST",40,-475.0565464,-436.2430884,-150.2615143,-833.7090472,-1090.959057,-266.5930004,-271.4401549,NA,-1017.90051,-819.167575,-731.9189891,-1090.607748,-552.5745834,-261.745846,-261.7458636
"POST",41,-463.1205274,-465.3259621,-164.8029379,-833.7090472,-954.8875994,-242.3572767,-256.8987015,NA,-1274.799202,-819.167575,-683.4475063,-1022.747687,-450.7845253,-353.8416305,-261.7458636
"POST",42,-477.443813,-484.7145446,-203.5801029,-591.3517307,-668.4213055,-227.8158454,-508.9502816,NA,-1037.289093,-634.9760413,-697.989005,-819.1675926,-499.2559727,-353.8415929,-329.6058847
"POST",43,-374.7933798,-528.3388552,-203.5801029,-630.1288957,-615.9024931,-329.6059024,-567.1160026,NA,-1313.576424,-610.7403132,-1085.760567,-1066.371966,-727.0718788,-344.1473083,-329.6058847
"POST",44,-482.2182709,-528.3388552,-193.8858205,-630.1288957,-976.3725609,-310.217311,-407.160197,NA,-1187.550633,-610.7403132,-664.0589327,-814.3204647,-431.3959075,-266.5930004,-271.4401394
"POST",45,-494.1543187,-601.0460219,-271.4401394,-945.1932905,-646.9363219,-247.2044091,-348.9944584,NA,-1347.506457,-528.3388729,-683.4475152,-925.8047787,-567.1160202,-213.2743897,-378.0773233
"POST",46,-496.5414726,-601.0460219,-145.4143692,-945.1932905,-959.6620353,NA,-460.4788165,NA,-1260.257723,-843.4032589,-833.7090825,-969.429054,-455.6316532,-310.2172845,-324.7587302
"POST",47,-484.6054535,-450.7845253,-232.6629722,-639.8231692,-1019.342519,NA,-319.9115758,NA,-1071.21913,-877.3333224,-693.1417711,-707.68323,-833.7090118,-266.5930004,-324.7587302
"POST",48,-506.090468,NA,-232.6629722,NA,-840.3010677,NA,-407.1602147,NA,-887.0275607,-877.3333224,-794.9318645,-877.3333048,-644.6703149,-426.548806,NA
"POST",49,NA,NA,-189.0386705,NA,-1090.959128,NA,-334.4530127,NA,NA,-794.9318468,-741.6132097,-891.874777,-455.6316886,-276.2873049,NA
