"Treatment","Step","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15"
"POST",21,317.5001272,533.1860009,300.5230242,581.6573335,763.9101113,242.3572635,300.5229933,295.6758819,911.2633065,741.6132428,872.4862121,731.9189537,857.9447576,256.8987357,610.7403308
"POST",22,317.5001272,407.1602141,300.5230286,596.198894,701.8423566,222.9686633,310.2172934,397.4658881,954.8876745,620.4346397,945.1933788,727.0717905,722.2246802,213.2743897,542.8802833
"POST",23,260.2068646,441.0902075,319.9115846,654.3646768,1031.278573,203.5800808,300.5230286,392.6187778,731.9189537,828.8618657,959.7347627,688.2946431,601.0459866,387.7716322,499.2559815
"POST",24,329.4362169,382.924513,208.427253,576.8102762,883.2709906,179.3443748,261.7458371,407.1602147,780.39041,770.6961364,770.6961187,746.4603641,731.9189008,247.2044268,576.8102938
"POST",25,286.4662586,416.8545103,242.3572767,533.1859832,771.0717298,310.2173199,373.2301865,416.8544529,547.7274333,862.7918679,920.9575624,649.5174075,833.7091178,252.0515724,538.0331288
"POST",26,365.2445566,431.3959428,285.9815388,615.5874411,763.910076,213.2743721,334.453048,373.2301776,596.1988586,659.2117694,887.027596,683.4475505,697.9888284,252.0515194,567.1159849
"POST",27,327.0490342,382.9244954,315.0644478,591.35166,816.4288618,193.8858249,436.2430707,504.1031271,668.9060606,853.0975413,906.4161962,693.1417711,824.0146853,252.0515194,470.1731089
"POST",28,365.2444859,397.4658969,339.3001759,610.7403132,778.2333748,295.6759007,334.453048,373.2301953,761.0018098,828.8618839,770.6961187,605.8932559,882.1805387,218.1215354,504.1031271
"POST",29,274.5301689,363.5359041,227.8158354,610.7402602,549.0603997,184.191516,339.3001848,407.1602323,596.1989116,765.8490438,945.1933435,731.9189361,683.4475152,310.2173199,673.7532063
"POST",30,269.7557684,397.4659069,237.5101179,630.1288957,420.150535,276.2872828,256.8986827,450.7845253,717.3774793,809.4732661,809.4733014,697.9890404,824.0147912,213.2743986,538.0331421
"POST",31,274.5302009,334.4530568,310.2173199,581.6574748,716.165694,174.4972446,252.0515547,382.9244512,998.5119277,746.4603884,794.9317939,693.1417534,853.097559,227.815809,557.4217113
"POST",32,286.466294,421.7016339,174.4972292,523.491692,747.1995239,179.3444057,232.6629811,402.3130514,809.4732396,775.5432644,809.4733014,751.3075274,891.874724,344.1472862,634.9760236
"POST",33,253.0451722,319.9115935,203.5801029,644.6702972,1286.710999,193.8858161,358.6887408,475.0202357,727.0718059,630.1289089,940.3462685,654.3645929,833.7089765,295.6758742,402.313069
"POST",34,276.9173869,315.0644655,213.274403,567.1160555,718.5529617,300.5229933,266.5929911,421.7016515,765.8489378,659.2117297,833.7089059,678.6003166,654.3645708,508.9502021,363.5359041
"POST",35,451.1844377,397.4659013,169.6500963,591.351713,792.5567443,276.2872828,373.2301953,412.007378,693.1417623,867.6390312,824.0146499,751.3075362,712.5303536,203.5801338,538.0331641
"POST",36,331.8234701,353.8416128,276.2872917,523.4917273,988.3086152,213.2743897,232.6629811,373.2302041,1008.206254,731.9189714,857.944687,688.2946608,882.1804327,203.5801338,799.7789748
"POST",37,331.8234701,358.6887496,266.5929916,678.6003166,747.1995416,208.4272265,300.5230021,407.160197,790.0846659,741.6132097,916.1104344,722.2246095,790.0846129,281.1344108,659.2117341
"POST",38,264.9812972,504.1031095,305.3701742,683.4475858,785.3950551,276.2872652,227.8158443,358.6887761,717.3774992,819.1676279,1008.206219,644.6703502,799.7790101,281.1344108,348.9944937
"POST",39,329.4362169,358.6887496,237.5101179,479.8674697,973.9853783,285.9815741,261.7458548,NA,673.7532063,761.0017392,920.957633,814.3204912,809.4732661,237.5101444,373.2301865
"POST",40,279.3046225,281.1344467,256.8987224,615.5874765,785.3950551,295.6759007,281.1344461,NA,668.9060695,824.0147206,824.0146853,717.3774816,833.7089765,247.2044179,232.6629894
"POST",41,284.079076,508.9502545,237.5101444,562.2688569,940.5642565,378.0773674,261.745846,NA,799.7789571,727.0717728,940.3461449,697.9889697,697.9888991,232.6629634,504.1031249
"POST",42,293.6279831,387.7716498,285.9815741,634.9760236,1394.135912,407.1602323,222.968681,NA,717.3775014,945.1933777,804.6261558,736.766064,848.250431,252.0515371,363.5359041
"POST",43,253.0451722,412.0073603,227.8158266,557.4217643,811.6544524,295.6758477,295.675883,NA,727.0717375,780.3904447,925.804814,639.8232222,678.6003166,256.8987004,421.7016515
"POST",44,288.8534766,489.5617079,368.3830409,508.9502728,921.4665483,441.0902605,227.8158443,NA,804.6261204,833.7089412,790.0846129,678.6003166,857.9447576,208.4272088,533.1860185
"POST",45,288.8534766,392.6187778,222.9686987,596.1989293,751.9739686,281.134455,252.0515553,NA,872.4861592,794.9318137,945.1933435,717.3775522,853.0976296,344.1473414,431.3959649
"POST",46,489.3799247,426.5488016,319.9115758,576.8103468,1045.601916,NA,252.0515724,NA,896.7218696,974.2762349,853.0975943,596.1989293,838.5561045,271.4401372,436.2430752
"POST",47,319.8873363,426.548806,184.191516,664.058862,885.6582439,NA,252.0515636,NA,707.6831914,916.1104786,969.4291599,605.8931852,775.5432997,271.4401372,368.3830497
"POST",48,455.9588383,NA,305.3701478,NA,790.169491,NA,232.6629722,NA,993.6647379,1027.594846,930.6518713,688.2946255,877.3333401,266.5929563,NA
"POST",49,NA,NA,252.0515724,NA,1088.571839,NA,266.5929916,NA,NA,857.9447223,998.5119277,727.0718081,872.4862121,252.0515636,NA
