"Treatment","Step","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15"
"POST",9,-393.8911718,-222.9686722,-344.1473348,-591.3517307,-1231.805022,-344.1473127,-465.3259577,-290.8287727,-1420.213544,-567.1159849,-794.931838,-576.8103468,-731.9189361,-421.7016515,-475.0202159
"POST",10,-658.8723807,-218.1215354,-445.9373797,-445.937362,-1799.963103,-339.3001594,-518.644564,-668.9060695,-1381.436379,-455.6317239,-659.2117915,-610.7402779,-470.1730857,-412.0073426,-475.0202159
"POST",11,-458.3459856,-193.8858249,-445.9373797,-445.937362,-1406.071966,-310.2173375,-504.1031095,-470.1731254,-1328.117901,-576.8102938,-688.2946431,-421.7016339,-523.4917185,-266.592996,-450.7845253
"POST",12,-599.1919852,-193.8858249,-256.8987224,-508.9502728,-1594.66229,-387.7716316,-475.0202357,-232.6629899,-1609.252241,-591.3517086,-770.6961011,-513.7974007,-887.0276313,-358.6887496,-567.1160026
"POST",13,-355.6956495,-174.4972248,-455.6316532,-508.9502728,-1592.275036,-407.1602235,-528.3388199,-659.2117782,-1488.073583,-591.3517086,-678.6003784,-571.9631129,-697.9888858,-465.3259577,-601.0460219
"POST",14,-470.2821106,-193.8858073,-455.6316532,-397.4659411,-1162.575631,-460.478843,-450.7845253,-620.4345956,-1022.747656,-528.3388817,-688.2946431,-475.0202534,-794.9318822,-450.7845253,-455.6316665
"POST",15,-494.1543606,-256.8987004,-179.3443704,-499.2559815,-1124.380144,-431.395934,-470.1730901,-475.0202181,-712.5303359,-528.3388817,-799.7789925,-562.2688746,-523.491692,-285.9815962,-571.9631658
"POST",16,-410.6016621,-256.8987004,-261.7458465,-499.2559815,-1480.075829,-392.61878,-441.0902252,-499.2559462,-1100.302003,-445.9373752,-843.4032854,-610.7403132,-552.5745657,-591.3517483,-693.1417711
"POST",17,-348.5339957,-266.5930115,-261.7458465,-392.6187778,-1339.229864,-450.78449,-576.810285,-673.7532151,-1177.856298,-455.6316886,-799.7790278,-504.1031624,-736.766064,-499.2559638,-693.1417711
"POST",18,-346.1467071,-266.5930115,-271.4401461,-392.6187778,-1496.786319,-319.9116111,-460.4788077,-421.7016515,-1231.174882,-484.7145446,-814.320394,-552.574601,-882.1804681,-285.9815697,-460.4788298
