"Treatment","Step","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15"
"POST",37,-353.3083962,-479.8673979,-368.3830629,-1449.296453,-1308.196031,-227.815809,-348.9944672,-455.6316532,-1143.926261,-1541.392229,-2016.412456,-1478.379406,-1037.289057,-203.5800897,-571.9631658
"POST",38,-262.5940792,-475.0202539,-344.1473216,-1313.576411,-1406.072002,-334.453048,-261.7458813,-508.9502639,-1046.983349,-1143.926332,-1803.138066,-1381.436308,-1100.301968,-295.6758648,-562.2688569
"POST",39,-427.3121877,-494.4088094,-295.6758742,-940.3461979,-1255.677166,-353.8415952,-261.7458107,NA,-916.1104698,-1168.162007,-1778.902263,-1449.296471,-1439.602126,-363.5358864,-499.2559638
"POST",40,-336.5978883,-475.0202137,-378.0773498,-1153.620641,-1143.47794,-315.0644567,-290.8286844,NA,-901.5690506,-1497.767945,-1599.557923,-1575.322239,-1580.169367,-198.7329705,-634.9760325
"POST",41,-355.6955789,-504.1031271,-290.8287197,-1076.066293,-1284.323852,-319.9115846,-281.1344373,NA,-804.6260873,-1337.812148,-1119.690533,-1589.863676,-1318.423503,-189.0386661,-741.6132803
"POST",42,-510.8648398,-441.0902351,-334.4530314,-1250.5635,-1394.135841,-552.5745922,-256.8986827,NA,-993.6647997,-1526.850765,-1061.524838,-1332.964967,-1148.773495,-324.7587567,-576.8103026
"POST",43,-408.2144442,-324.7587391,-334.4530474,-974.2762349,-1353.553242,-329.6058847,-295.675883,NA,-935.4990523,-911.2633418,-1691.653613,-1565.627948,-1032.441929,-252.0515724,-940.3462509
"POST",44,-451.1844024,-494.4088353,-397.4659234,-979.1233629,-1312.970502,-373.2301865,-392.6188131,NA,-824.0147206,-1376.589269,-1042.136185,-1405.672195,-1279.646374,-184.1915337,-571.9631923
"POST",45,-367.6317392,-290.8287374,-397.4659234,-1187.550625,-1131.541833,-416.8545147,-412.0073824,NA,-911.2633065,-1013.053382,-1938.858108,-1565.627983,-1381.436397,-271.4401328,-455.6316709
"POST",46,-489.3799247,-533.185992,-407.1602141,-1071.219185,-1181.673445,NA,-281.1344285,NA,-707.6832433,-1570.475076,-1861.303698,-1386.28356,-848.250431,-222.968681,-591.3517671
"POST",47,-393.8911718,-489.5616726,-373.2301953,-1284.493502,-1267.613326,NA,-285.9815741,NA,-1056.67771,-1425.060778,-1997.023855,-1585.016529,-1066.372002,-208.4272441,-770.6961187
"POST",48,-513.2521748,NA,-305.3701654,NA,-1174.511685,NA,-295.6759007,NA,-988.8176718,-1725.583718,-1604.405007,-1366.89496,-862.7918856,-213.2743721,NA
"POST",49,NA,NA,-387.7716322,NA,-1253.289983,NA,-247.2044268,NA,NA,-1681.959408,-1875.845268,-1618.946479,-1395.977882,-179.3444057,NA
