"Treatment","Step","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15"
"POST",15,-1.28908217,-2.617425919,-2.322965384,-4.318752289,-7.089951515,-0.556203008,-0.719792068,-4.580495358,-3.337217808,-4.318752289,-4.645930767,-6.674435616,-6.183668613,-0.229024753,-1.7994802
"POST",16,-1.885282755,-1.537737727,-2.322965384,-4.842237473,-7.62169838,-0.588920772,-0.81794554,-5.005826473,-2.486554384,-4.122445583,-4.122445583,-6.641717911,-5.005826473,-0.752509892,-2.781014919
"POST",17,-1.69192028,-2.682861328,-2.388401031,-4.449624062,-6.848248959,-0.65435648,-0.883381188,-4.678648472,-4.286034584,-3.402653456,-6.150950909,-6.739871502,-6.510846615,-0.49076733,-1.864915967
"POST",18,-1.69192028,-1.603173375,-2.682861328,-4.253316879,-7.686152458,-0.65435648,-0.65435648,-4.351469994,-3.27178216,-3.664396048,-5.103980541,-6.674435616,-6.085515022,-0.49076733,-1.864915967
"POST",19,-1.25685513,-2.224812031,-2.682861328,-5.202133656,-5.94589138,-0.719792068,-0.81794554,-5.169415951,-3.140911102,-4.286034584,-5.562029839,-6.445411205,-6.2491045,-0.229024753,-2.748296976
"POST",20,-1.450217366,-1.341430664,-2.224812031,-4.220599174,-6.928816319,-0.719792068,-1.014252543,-4.613213062,-2.911885977,-3.435371399,-4.809519768,-6.47812891,-6.47812891,-0.752509892,-1.505019784
"POST",21,-1.675806761,-3.500806808,-2.453836679,-4.678648472,-6.622659683,-0.523485124,-0.785227776,-4.809519768,-3.075475454,-3.697113752,-5.333004951,-6.576282501,-6.216386318,-0.523485124,-2.584707975
"POST",22,-1.69192028,-2.715579271,-2.453836679,-4.253316879,-6.687113762,-0.458049506,-0.883381188,-4.187880993,-4.678648472,-3.500806808,-5.95464325,-6.183668613,-6.183668613,-0.752509892,-3.827985287
"POST",23,-1.466330886,-3.500806808,-1.864915967,-4.907673359,-7.428336143,-0.425331682,-0.883381188,-4.940391064,-3.402653456,-3.533524752,-5.594747543,-6.707153797,-6.085515022,-1.570455551,-2.846450567
"POST",24,-1.466330886,-2.650143623,-2.093940496,-5.463876247,-7.557244301,-0.49076733,-0.687074244,-5.365722656,-3.402653456,-3.893420935,-4.547777176,-6.47812891,-5.95464325,-0.523485124,-2.388401031
"POST",25,-1.240741491,-2.290247679,-2.322965384,-4.613213062,-6.719340801,-0.81794554,-0.883381188,-4.711366177,-3.631678104,-3.893420935,-5.95464325,-6.739871502,-5.95464325,-0.65435648,-3.173628807
"POST",26,-1.579125643,-1.897633791,-2.12665844,-4.286034584,-6.606545925,-0.588920772,-0.621638596,-4.547777176,-2.911885977,-3.566242456,-5.202133656,-6.707153797,-6.183668613,-0.523485124,-2.650143623
"POST",27,-1.579125643,-3.108193159,-2.486554384,-5.431158543,-7.186632633,-0.65435648,-0.98153466,-4.645930767,-3.140911102,-4.384188175,-5.398440838,-6.609000206,-6.609000206,-0.392613888,-3.239064455
"POST",28,-1.160173893,-2.322965384,-2.519272327,-4.874955654,-7.412222862,-0.65435648,-0.916099012,-4.809519768,-3.304500103,-4.220599174,-4.645930767,-6.707153797,-6.347257614,-0.458049506,-2.813732624
"POST",29,-1.160173893,-2.159376144,-1.96306932,-4.776802063,-4.73737669,-0.425331682,-0.81794554,-5.005826473,-3.075475454,-3.20634675,-5.791054249,-6.772589207,-5.921925545,-0.458049506,-3.500806808
"POST",30,-1.144060373,-2.322965384,-1.897633791,-5.07126236,-5.607507229,-0.687074244,-0.81794554,-5.267569542,-3.108193159,-4.122445583,-5.136698246,-6.54356432,-6.314539909,-0.458049506,-3.173628807
"POST",31,-1.25685513,-1.570455551,-2.421118736,-5.005826473,-6.799908161,-0.687074244,-0.883381188,-4.842237473,-4.351469994,-3.958856583,-5.038544655,-6.707153797,-6.54356432,-0.359896034,-3.402653456
"POST",32,-1.25685513,-1.668608904,-1.96306932,-5.103980541,-7.476676941,-0.65435648,-0.883381188,-4.449624062,-3.926138639,-3.86070323,-5.169415951,-6.609000206,-6.641717911,-0.687074244,-4.253316879
"POST",33,-1.28908217,-1.897633791,-1.96306932,-5.333004951,-7.734493256,-0.752509892,-0.65435648,-5.136698246,-4.776802063,-3.566242456,-5.234851837,-6.641717911,-6.739871502,-0.16358912,-1.63589108
"POST",34,-1.28908217,-2.388401031,-1.995787144,-3.533524752,-6.558205605,-0.752509892,-0.719792068,-4.907673359,-2.486554384,-3.729831934,-4.711366177,-6.641717911,-6.412693501,-0.850663364,-2.748296976
"POST",35,-1.192400932,-2.061222792,-2.093940496,-4.515059471,-7.525017262,-0.523485124,-0.719792068,-4.809519768,-3.697113752,-4.515059471,-4.547777176,-6.772589207,-6.347257614,-0.425331682,-3.729831934
"POST",36,-1.466330886,-2.650143623,-2.224812031,-4.744084358,-7.460563183,-0.523485124,-0.785227776,-5.333004951,-3.991574287,-3.468089104,-5.365722656,-6.641717911,-6.54356432,-0.196306944,-3.010039568
"POST",37,-1.69192028,-2.911885977,-1.995787144,-5.88920784,-7.299427509,-0.523485124,-0.785227776,-4.874955654,-4.286034584,-4.318752289,-5.758336544,-6.838024616,-6.085515022,-0.261742562,-2.977321625
"POST",38,-1.69192028,-2.224812031,-1.96306932,-5.365722656,-7.412222862,-0.883381188,-0.81794554,-4.613213062,-3.010039568,-3.566242456,-5.300287247,-6.772589207,-6.609000206,-0.130871281,-2.061222792
"POST",39,-1.25685513,-3.010039568,-2.12665844,-3.991574287,-7.798947334,-0.883381188,-0.81794554,NA,-3.5989604,-3.369935751,-5.823771954,-6.805306911,-6.641717911,-0.229024753,-1.995787144
"POST",40,-1.25685513,-2.355683088,-1.995787144,-4.515059471,-6.977157116,-0.588920772,-0.81794554,NA,-4.874955654,-4.220599174,-5.202133656,-6.47812891,-6.510846615,-0.261742562,-1.47230196
"POST",41,-1.595239162,-2.650143623,-1.995787144,-4.416906357,-6.703227043,-0.49076733,-0.785227776,NA,-4.089727879,-4.024291992,-4.351469994,-6.772589207,-6.412693501,-0.523485124,-3.173628807
"POST",42,-1.595239162,-2.061222792,-2.322965384,-4.024291992,-7.702265739,-0.588920772,-0.785227776,NA,-3.27178216,-4.351469994,-4.286034584,-6.609000206,-6.118233204,-0.196306944,-1.668608904
"POST",43,-1.063492775,-2.519272327,-2.322965384,-5.038544655,-6.010345936,-0.621638596,-0.588920772,NA,-5.202133656,-4.122445583,-5.692901134,-6.281822205,-6.314539909,-0.261742562,-2.650143623
"POST",44,-1.144060373,-2.879168272,-2.846450567,-3.926138639,-6.993270397,-0.81794554,-0.65435648,NA,-4.286034584,-4.547777176,-4.711366177,-6.54356432,-6.609000206,-0.458049506,-2.257529736
"POST",45,-1.321309209,-2.224812031,-2.584707975,-4.613213062,-6.590432644,-0.588920772,-0.785227776,NA,-4.155163288,-3.762549639,-5.856490135,-6.412693501,-6.54356432,-0.458049506,-1.96306932
"POST",46,-1.321309209,-2.715579271,-2.322965384,-3.86070323,-7.089951515,NA,-0.785227776,NA,-4.973108768,-4.416906357,-5.398440838,-6.674435616,-6.379975319,-0.523485124,-1.603173375
"POST",47,-1.240741491,-2.551990271,-2.322965384,-4.122445583,-7.089951515,NA,-0.65435648,NA,-4.089727879,-4.220599174,-5.791054249,-6.707153797,-6.54356432,-0.588920772,-2.388401031
"POST",48,-1.675806761,NA,-2.257529736,NA,-6.397070408,NA,-0.752509892,NA,-4.907673359,-4.482341766,-5.431158543,-6.805306911,-6.216386318,-0.588920772,NA
"POST",49,NA,NA,-2.486554384,NA,-6.542091846,NA,-0.752509892,NA,NA,-4.416906357,-5.136698246,-6.838024616,-6.576282501,-0.196306944,NA
